id;source title;s date;source;target title;target;date
1137;Lawful Illegality: What Snowden Has Taught Us About the Legal Infrastructure of the Surveillance State;2014-14;Lisa M. Austin;Finding People’s Locations Based on Their Activities in Cyberspace;Schneier B;2014
1141;Lawful Illegality: What Snowden Has Taught Us About the Legal Infrastructure of the Surveillance State;2014-18;Lisa M. Austin;The Mathematical Theory of Communication;Shannon C E;1948
1129;Lawful Illegality: What Snowden Has Taught Us About the Legal Infrastructure of the Surveillance State;2014-06;Lisa M. Austin;Our Schmittian Administrative Law;Vermuele A;2009
6;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;The Great (Data) Bank Robbery: Terrorist Finance Tracking Program and the ‘SWIFT Affair’;Amicelle A;2011
11;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"Revealed: how US and UK spy agencies defeat internet privacy and security,
The Guardian";Ball  J , Borger J, Greenwald G;2013-09
3;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;Democracy and Surveillance Technology;Binney B;2013-09
4;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;The US Surveillance Programmes and Their Impact on EU Citizens’ Fundamental Rights;Bowden  C;
7;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"Inside Echelon: The history, structure, and function of the global surveillance system
known as Echelon";Campbell D;2000
10;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"U.S. spy network’s successes, failures and objectives detailed in ‘black budget’
summary, Washington Post";Gellman B;2013-09
2;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"NSA Shares Raw Intelligence
Including Americans' Data with Israel, THE GUARDIAN";Greenwald G, MacAskill E;2013-11
19;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;Towards an Internal (In)security Strategy for the EU?;Guild E, Carrera S;2011
1;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;The Surveillant Assemblage;Haggerty K, Ericson R;2000
21;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;Justice and Security in the 21st Century: Risks, Rights and the Rule of Law;Hudson B,  Ugelvik S;2012
17;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;;Kennedy v. the United Kingdom;2010
14;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;The Snowden files: why the British public should be worried about GCHQ, The Guardian;Lancaster J;2013-10
18;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;;Liberty and Others v. the United Kingdom;2008
8;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"GCHQ Taps Fibre-Optic Cables for
Secret Access to World’s Communications, The Guardian";"MacAskill E, Borger J
";2013-06
9;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo; EU asks for answers on UK snooping programme, EU Observer;Nielsen N;2013-07
15;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;The Quality of Democracy: Why the Rule of Law Matters?, Journal of Democracy;O’Donnell G;2004
5;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"Can we have the Pleasure of the Grin without Seeing the Cat? Must the Effectiveness of Secret
Agencies Inevitably Fade on Exposure to the Light?";Omand D;2008
13;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;"N.S.A. Gathers Data on Social Connections of U.S.
Citizens";Risen J, Poitras L;2013-09
12;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;Prism Exposed: Data Surveillance with Global Implications, Der Spiegel;Rosenbach M;2013-06
20;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;Terrorisme: pourquoi Alliance Base a fermé à Paris;Servenay D;2010-05
16;Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;2013-11;Didier Bigo;;Weber and Saravia v. Germany;2006-06
286;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Uk spies on millions of yahoo! webcams, ogles
sex vids - report. The Guardian";Ackerman S;2014-02
256;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Eavesdropping 101: What can the nsa do?;ACLU;2006
266;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Edward snowden and aclu at sxsw. SXSW;ACLU;2014-03
279;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Technologies for Homeland Security;Axelrod C;2011
289;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"The challenges facing computer forensics investigators in obtaining
information from mobile devices for use in criminal investigations";Bennett D;2012
284;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Nsa infected 50,000 computer
networks with malicious software";Boon F, Derix S, Modderkolk H;2013-09
270;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Russia’s surveillance state;Borogan S A;2013
278;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae; Hardware backdooring is practical.;Brossard J;2012
264;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;What is the nsa domestic spying program?;EFF;2014
255;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;" Report: Most vulnerable operating systems
and applications in 2013";Florian C;2014-02
283;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Inside the NSA’s Secret Efforts to Hunt and
Hack System Administrators";Gallagher S , Maass P;2014-03
295;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"How might the feds have snooped on
lavabit?";Goodin D;2013-08
291;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Keyloggers: How they work and how to detect them;Grebennikov N;2007
299;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Glenn greenwald: how the nsa tampers with us-made internet
routers.";Greenwald G;2014-05
298;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Microsoft
handed the nsa access to encrypted messages";Greenwald G, MacAskill E;2013-07
268;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Security and the Networked Society;Gregory M A , Glance D;2013
281;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Internet Technology and Secured Transactions;Grobert F, Sadeghi A,  Winandy M;2009
265;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"How edward snowden went from loyal nsa contractor
to whistleblower";Harding L;2014-02
261;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Modern safeguards for modern surveillance: An
analysis of innovations in communications surveillance techniques.";Hosein G, Palow C W;2013
267;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Global information warfare: How businesses,
governments, and others achieve objectives and attain competitive advantages.";Jones A, Kovacich G L, , Luzwick P G;2002
293;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Big data: Issues and challenges
moving forward";Kaisler S, Armour F, Espinosa J,  Money W;2013-01
285;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;How can activists and engineers work together;Kullenberg C;2009
262;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Counterterrorism
and Cybersecurity";Lee N;2013
263;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Proceedings of the 2013 ACM SIGSAC
Conference on Computer & Communications Security,";Lee N;2013
259;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Practical research : planning and design;Leedy P;2012
282;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Gchq intercepted
foreign politicians’ communications at g20 summits";"MacAskill E, Borger J
";2013-06
258;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Mapping
hacking team´s Untraceable spyware";Marczak B, Guarnieri C, Marquis-Boire M, Scott-Railton J;2014-02
297;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"How the u.s. forces net firms to cooperate
on surveillance.";McCullagh D;2013-07
287;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Viber security vulnerabilities: Do not use
viber until these issues are resolved.";Moore J;2014-04
288;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Spy agencies in the u.s. and u.k. bypass
widely used encryption protocols. CSO";Ragan S;2013-09
296;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;U.S. Agencies Said to Swap Data With Thousands of Firms,;Riley M;2013-06
290;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"U.s. contractors scale up search for
heartbleed-like flaws.";Robertson J, Riley M;2014-05
280;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Detection of Intrusions and Malware, and Vulnerability Assessment;Rossow C, Dietrich C, Bos H;2013
275;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Heartbleed;Schneier B;2014-04
300;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;How antivirus companies handle state-sponsored malware.;Schneier B;2013-12
272;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Nsa surveillance and what to do about it;Schneier B;2014-02
271;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Nsa surveillance: What we know, and what to do about
it.";Schneier B;2014-02
273;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Schneier on security;Schneier B;2014-04
294;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Who should store nsa surveillance data. Online;Schneier B;2014-02
276;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Cryptographic Hardware and Embedded Systems – CHES 2012;Skorobogatov S , Woods C;2012
292;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Crimeware-as-a-service—a survey of commoditized
crimeware in the underground market.";Sood A K, Enbody R J;2013
260;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Cyber-surveillance. Encyclopedic Dictionary of Public Administration;Tremblay, M;2010
274;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;Principles of Information Security;Whitman M E , Mattord H;2007
277;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;"Invisible
Things Lab.";Wojtczuk R , Tereshkin A;2010
269;Nation-State Cyber Surveillance Options: The role of suppliers;2014;Erik Bae;India’s surveillance state.;Xynou M;2013-12
523;Nine reasons you should care about NSA’s PRISM surveillance;2013-06;Sean Rintel;Jonathan Rees: private investigator who ran empire of tabloid corruption;Davies N;2011-03
521;Nine reasons you should care about NSA’s PRISM surveillance;2013-06;Sean Rintel;NSA Prism program taps in to user data of Apple, Google and others;Greenwald G, MacAskill E;2013-06
524;Nine reasons you should care about NSA’s PRISM surveillance;2013-06;Sean Rintel;The Eternal Value of Privacy;Schneier B;2006-05
522;Nine reasons you should care about NSA’s PRISM surveillance;2013-06;Sean Rintel;Why Privacy Matters Even if You Have 'Nothing to Hide';Solove D;2011-05
857;NSA collects millions of text messages daily in 'untargeted' global sweep;2014-01;James Ball ;Obama announces new limits on NSA surveillance programs – live reaction;McCarthy T;2013
858;NSA collects millions of text messages daily in 'untargeted' global sweep;2014-01;James Ball ;NSA Dishfire presentation on text message collection;The Guardian;2013
716;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;"The NSA Is Building the Country’s
Biggest Spy Center (Watch
What You Say";Bamford J;2012
61;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"The NSA Is Building the Country’s Biggest Spy Center (Watch
What You Say). Wired.";Bamford J;2002
715;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;"The Shadow Factory: The
UltraSecret NSA from 9/11 to the Eavesdropping on
America";Bamford J;2008
60;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"The Shadow Factory: The UltraSecret NSA from 9/11 to the Eavesdropping on
America";Bamford J;2008
65;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"Towards IP Geolocation Using Delay and Topology
Measurements";"Bassett Katz, John E J, Krishnamurthy A, Wetherall D, Anderson T,
Chawathe";2006
62;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"New Cartographies to Chart
Cyberspace";Dodge M, Kitchen R;2002
717;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;"New Cartographies to Chart
Cyberspace";Dodge M, Kitchen R;2002
718;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;"Three NSA Whistle
blowers Back EFF's Lawsuit
Over
Government's Massive Spying Program";EFF;2012
63;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"Three NSA Whistleblowers Back EFF's Lawsuit
Over Government's Massive Spying Program.";EFF;2012
719;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;SuperVision: An Introduction to the Surveillance Society;Gilliom J;2013
721;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;Wiring up the Big Brother Machine… and fighting it;Klein M;2009
66;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;Wiring up the Big Brother Machine… and fighting it;Klein M;2009
722;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;Surveillance or Security? The Risks Posed by New Wiretapping Technologies;Landau Susan;2011
67;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;Surveillance or Security? The Risks Posed by New Wiretapping Technologies;Landau Susan;2011
723;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;Surveillance Studies: An Overview;Lyon D;2007
68;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;Surveillance Studies: An Overview;Lyon D;2007
724;NSA Surveillance: Exploring the Geographies of Internet Interception;2014-03;Andrew Clement;"The Internet Peering Playbook: Connecting to the Core of the
Internet";Norton W B;2012
69;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;"The Internet Peering Playbook: Connecting to the Core of the
Internet";Norton W B;2012
70;NSA Surveillance: Exploring the Geographies of Internet Interception;2014;Andrew Clement;Spying on the Home Front;PBS Frontline;2007
48;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"Liberty
and Security in a Changing World";Clarke R A, Morell M J, Stone G R, Sunstein C R, Swire P;2013-12
50;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;Efficient Private Matching and Set Intersection.;Freedman M J, Nissim K, Pinkas B;2004
49;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"New Documents Show How the NSA Infers Relationships
Based on Mobile Location Data. The Washington Post";Gellman B,  Soltani A;2013-10
47;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"NSA Infiltrates Links to Yahoo, Google Data Centers
Worldwide";Gellman B,  Soltani A;2013-10
46;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;NSA Officers Spy on Love Interests. The Wall Street Journal;Gorman S;2013-09
43;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"No Place to Hide: Edward Snowden, the NSA, and the U. S. Surveillance
State";Greenwald G;2013
57;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;Open Source Project arkOS Brings Simplicity to Self-Hosting;Henderson N;2013-11
51;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;Privacy-Preserving Set Operations. In: Shoup, V;Kissner L, Song D;2005
55;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;Who Owns the Future?;Lanier J;2013
45;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"Other Agencies Clamor for Data NSA Compiles. The
New York Times";Lichtblau E;2013-08
58;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;" Unikernels: Library Operating Systems for
the Cloud. In: 18th International Conference on Architectural Support for Programming
Languages and Operating Systems";Madhavapeddy A, Mortier R, Rotsos C, Scott D, Singh B, Gazagnaire T, Smith S, Hand S, Crowcroft J;2013
53;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;The Athens Affair. IEEE Spectrum.;Prevelakis V, Spinellis D;2007
54;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;When It Comes to Security, We’re Back to Feudalism;Schneier B;2012-11
44;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"Online Advertising, Behavioral Targeting, and Privacy.
Communications of the ACM";Tucker A G;2011
52;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;"Secure set intersection cardinality with application to association
rule mining. Journal of Computer Security.";Vaidya, J, Clifton, C;2005
56;On the Feasibility of a Technological Response to the Surveillance Morass;2014;Joan Feigenbaum ;Freedom box: Freeing the Internet one Server at a time;Vaughan-Nichols S J;2011-02
423;Opposing surveillance;2010;Brian Martin;"State Secrets: Police
Surveillance in America";Cowan P, Egleson N, Hentoff N;1974
424;Opposing surveillance;2010;Brian Martin;"Surveillance, Power and
Modernity: Bureaucracy and Discipline From
1700 to the Present Day";Dandeke C;1990
427;Opposing surveillance;2010;Brian Martin;"Deadly Disclosures:
Whistleblowing and the Ethical Meltdown
of Australia";De Maria W;1999
428;Opposing surveillance;2010;Brian Martin;"The Panoptic Sort: A Political
Economy of Personal Information";Gandy O;1993
429;Opposing surveillance;2010;Brian Martin;"Surveillance, Privacy, and the
Law: Employee Drug Testing and the Politics
of Social Control";Gilliom J;1994
430;Opposing surveillance;2010;Brian Martin;"Privacy Lost: How Technology
is Endangering Your Privacy";Holtzman D H;2006
431;Opposing surveillance;2010;Brian Martin;"Getting Your Way: Strategic
Dilemmas in the Real World";J M Jasper;2006
432;Opposing surveillance;2010;Brian Martin;The File;Kimball P;1984
433;Opposing surveillance;2010;Brian Martin;"The Politics of Force:
Media and the Construction of Police Brutality";Lawrence R G;2000
435;Opposing surveillance;2010;Brian Martin;"Surveillance after September 11.
Cambridge";Lyon D;2003
434;Opposing surveillance;2010;Brian Martin;"The Electronic Eye: The Rise of
Surveillance Society";Lyon D;1994
437;Opposing surveillance;2010;Brian Martin;"Justice Ignited: the dynamics
of backfi re";Martin B;2007
436;Opposing surveillance;2010;Brian Martin;"The beating of Rodney King:
the dynamics of backfi re";Martin B;2005
440;Opposing surveillance;2010;Brian Martin;"A tack in the shoe: Neutralizing
and resisting the new surveillance";Marx G;2003
438;Opposing surveillance;2010;Brian Martin;"Notes on the discovery,
collection, and assessment of hidden and
dirty data";Marx G;1984
441;Opposing surveillance;2010;Brian Martin;"Rocky Bottoms: Techno-fallacies
of an age of information";Marx G;1978
439;Opposing surveillance;2010;Brian Martin;"Undercover: Police Surveillance
in America";Marx G;1988
442;Opposing surveillance;2010;Brian Martin;" Injustice: The Social Bases
of Obedience and Revolt";Moore  B;1978
443;Opposing surveillance;2010;Brian Martin;Enemies of the State;Murray G;1993
444;Opposing surveillance;2010;Brian Martin;"Beyond the Rodney King Story: An
Investigation of Police Misconduct in Minority
Communities";Ogletree C J, Prosser M, Smith A, Talley W;1995
445;Opposing surveillance;2010;Brian Martin;"Challenging the Secret
Government: The Post-Watergate Investigations
of the CIA and FBI";Olmsted K S;1996
446;Opposing surveillance;2010;Brian Martin;"Blacked Out: Government
Secrecy in the Information Age";Roberts A ;2006
447;Opposing surveillance;2010;Brian Martin;"The Unwanted Gaze: The Destruction
of Privacy in America";Rosen J;2000
425;Opposing surveillance;2010;Brian Martin;"Monitor: Extinguishing Privacy
on the Information Superhighway";S Davies;1996
426;Opposing surveillance;2010;Brian Martin;"Technology
and Privacy: The New Landscape";S Davies;1997
448;Opposing surveillance;2010;Brian Martin;Citizenship in emergency;Scarry  E;2003
449;Opposing surveillance;2010;Brian Martin;The Politics of Nonviolent Action;Sharp G;1973
450;Opposing surveillance;2010;Brian Martin;"Opinion. Privacy is not the
antidote to surveillance";Stalder F;2002
451;Opposing surveillance;2010;Brian Martin;Tony Blair is a cult;Thoas M;2007
452;Opposing surveillance;2010;Brian Martin;"The Politics of Truth: Inside
the Lies that Put the White House on Trial and
Betrayed my Wife’s CIA identity";Wilson J;2005
1017;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"An Open Letter from U.S. Researchers in Cryptography and
Information Security";Abadi M;2014-01
991;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Inventing the Internet;Abbate J;1999
1021;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"NSA Phone Surveillance
Program Likely Unconstitutional";Ackerman S;2013-12
985;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Tech Giants Reach White House Deal on NSA
Surveillance of Customer Data";Ackerman S;2014-01
1020;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Security and Pervasive Monitoring;Arkko J, Farrell S;2013-09
1023;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;ECHR Fast-tracks Court Case on PRISM and TEMPORA;Arnbak A;2014-01
981;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Brazil Chooses Saab Jet Deal For Air Force After NSA Spying Sours Boeing Bid;Blumberg A;2013-12
1044;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Laws, PETs and Other Technologies for Privacy
Protection";Borking J J, Raab C D;2001
959;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;THE U.S. SURVEILLANCE PROGRAMMES AND THEIR IMPACT ON EU CITIZENS' FUNDAMENTAL RIGHTS;Bowden C;2013
1022;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;NSA Surveillance;Brandeisky K;2014-02
958;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"GLOBAL NETWORK INITIATIVE, DIGITAL FREEDOMS IN
INTERNATIONAL LAW: PRACTICAL STEPS TO PROTECT HUMAN RIGHTS ONLINE";Brown I;2012
955;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Angry Over U.S. Surveillance, Tech Giants Bolster Defenses;Cain M;2013-11
979;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Revelations of N.S.A. Spying Cost U.S. Tech Companies;Cain M;2014-03
1046;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Concepts and Languages for Privacy-Preserving Attribute-Based
Authentication";Camenisch J;2013
993;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Netscape's Decision to Give Away Code Could Alter the Software Industry;Caruso D;1998
978;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"HOW MUCH WILL PRISM
COST THE U.S. CLOUD COMPUTING INDUSTRY?";Castro D;2013-08
973;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Snooping Claims Add New Complication to Tough EU-US Trade
Talks";Chaffin J;2013-06
967;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;;Clapper v. Amnesty;2013
990;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;;Communications Assistance for Law Enforcement Act;1994
1038;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Google Encrypts Data Amid Backlash Against NSA Spying;Craig Timberg;2013-09
1011;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;The NSA Slide You Haven’t Seen;Craig Timberg;2013-06
960;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"FIGHTING
CYBER CRIME AND PROTECTING PRIVACY IN THE CLOUD";Didier Bigo;2012
994;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Privacy on the line: The Politics of wiretapping
and encryption";Diffie W, Landau S;2007
1009;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Snowden Leaks Severely Hurt U.S. Security;Dilanian Ken;2014-01
987;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"Merkel’s No-Spy Ambitions With U.S. May
Collapse";Donahue P, Delfs A;2014-02
989;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;;Electronic Communications Privacy Act;1986
1018;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;NSA Apparently Undermining Standards, Security, Confidence;Felten E;2013-09
951;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"FreedomPop's New Smartphone Keeps Your Calls and Data Private for
$189";Fingas J;2014-03
1004;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;;FISA Amendments Act;2008
988;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;;Foreign Intelligence Surveillance Act;1978
998;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"It Came from Planet Clipper: The Battle over
Cryptographic Key Escrow";Froomkin Michael A;1996
1040;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;Encrypts Its Network to Counteract NSA Surveillance;Garnett J;2013-11
1015;"Privacy and Security in the Cloud: Some Realism About Technical Solutions to Transnational Surveillance in the Post-Snowden Era
";2014-09;Ira Rubinstein ;"NSA Infiltrates Links to Yahoo, Google Data Centers
Worldwide";Gellman B,  Soltani A;2013-10
